round,acc_train,acc_test,loss_train,loss_test
1,28.400390625,12.424128580093384,1.9215222537517547,2.4955049574375154
2,39.728515625,36.932091331481935,1.6202880966663362,1.7236590772867202
3,44.4609375,42.801231956481935,1.5087316507101058,1.5739889413118362
4,47.3125,45.9938401222229,1.4275860315561295,1.4874968379735947
5,49.982421875,49.4411057472229,1.368610280752182,1.4043681532144547
6,51.990234375,49.9947416305542,1.315155139565468,1.4007089972496032
7,53.998046875,51.168118953704834,1.260508681833744,1.3657261997461319
8,55.955078125,55.2418869972229,1.2150469213724135,1.2806121498346328
9,57.427734375,55.6174880027771,1.172363949418068,1.2370853781700135
10,58.962890625,58.01231966018677,1.139094248712063,1.1837133198976517
11,59.96484375,59.0700119972229,1.1122752964496612,1.157631778717041
12,61.34375,60.027794647216794,1.0781950098276138,1.1472998470067979
13,62.685546875,60.7204026222229,1.036139643788338,1.11874148696661
14,63.65625,61.851712703704834,1.0166634503006935,1.091610163450241
15,64.794921875,61.356670665740964,0.9890435287356377,1.1342240050435066
16,65.390625,63.667367935180664,0.9673351678252221,1.0256023213267327
17,66.298828125,63.228665828704834,0.9389063757658004,1.0821659848093987
18,67.0625,65.47325716018676,0.9245519471168517,1.016117976605892
19,67.787109375,66.42878608703613,0.9042907986044882,0.972942604124546
20,68.642578125,65.31400241851807,0.8827338787913324,1.0131129637360572
21,69.056640625,66.6631609916687,0.8730339914560318,0.9779031321406364
22,69.89453125,66.18464555740357,0.8466234806180001,0.9995366707444191
23,70.591796875,67.63671884536743,0.8307375308871269,0.9413956508040429
24,70.876953125,68.1099760055542,0.8203674793243408,0.926535515487194
25,71.23828125,68.3743989944458,0.8055940014123916,0.9267447233200073
26,71.990234375,68.76352138519287,0.792204982638359,0.9226834818720817
27,72.5,69.19771633148193,0.7742949071526527,0.9115566402673722
28,73.19921875,69.6890025138855,0.7547926631569862,0.8975926086306572
29,73.537109375,69.96394233703613,0.7401901409029961,0.8811456963419915
30,74.205078125,70.68584747314453,0.7241185820102691,0.8595386117696762
31,74.560546875,68.98437509536743,0.7197626340389252,0.9238551273941994
32,75.041015625,72.43013820648193,0.7076058194041253,0.8012237533926964
33,75.5234375,71.06595554351807,0.6855961099267006,0.8679532319307327
34,76.181640625,71.2327220916748,0.6771720162034034,0.8449635118246078
35,76.3125,71.19741573333741,0.6715906760096549,0.855682723224163
36,76.728515625,72.155198097229,0.6570169216394425,0.8442016094923019
37,77.138671875,72.06730766296387,0.6533731439709664,0.8348301649093628
38,77.625,72.12139415740967,0.6369444742798805,0.8163767263293267
39,77.853515625,73.54642429351807,0.6272276078164578,0.789753869175911
40,78.37109375,73.39693489074708,0.6173919939994812,0.7823434829711914
41,78.771484375,75.20357570648193,0.6073372422158718,0.7364427655935287
42,78.94140625,73.83563709259033,0.5958719193935395,0.7804159164428711
43,78.927734375,73.9670970916748,0.590271233022213,0.7820806980133057
44,79.296875,74.74909858703613,0.5850369931757451,0.7684706628322602
45,80.103515625,74.2750904083252,0.5693332414329053,0.7903425425291062
46,79.98828125,75.10591945648193,0.5698379439115524,0.7601061284542083
47,80.267578125,75.22160453796387,0.5614740356802941,0.7596096247434616
48,80.724609375,76.07196502685547,0.5460741226375103,0.7218212112784386
49,81.21484375,76.37995796203613,0.5336148644983768,0.7090514376759529
50,80.94140625,76.40474758148193,0.5347127737104893,0.7204528585076332
